content,score,date,brand,가격,세정력/거품,향기,트러블/진정,배송/서비스/고객대응,탈모 효과 및 쿨링감,머릿결*
순하고 부드럽긴 한데 시원한 느낌은 부족한거 같아요,4,20.05.09.,라보에이치,,,,1.0,,,
두피에 열이 많은데 샴푸 후 시원한 느낌이 있어서 좋았습니다 또 다른 두피 샴푸와는 달리 머릿결도 부드러워져서 좋아요,4,20.04.03.,라보에이치,,,,,,1.0,1.0
남친 선물로 줬는데 거품도 잘 나고 머리 가렵고 따가웠던 증상이 많이 완화되었다고 하네요! ㅎㅎ,4,20.03.29.,라보에이치,,1.0,,1.0,,,
탈모 머리가 아니라 탈모에는 효과가 좋은지 잘 모르겠지만 확실히 감은 후에 가려움이 적어요.,4,20.04.21.,라보에이치,,,,1.0,,,
머리에 뾰루지가 많았었는데 많이 가라 앉았지만 화한 느낌이 그렇게 세진않아서 아쉬웠어요 탈모개선효과도 잘모르겠어요  대신 린스 없어도 샴푸만으로도 머리가 부드러워져서 좋아요!!,4,20.04.02.,라보에이치,,,,1.0,,,1.0
머리 가려움이 좀 줄은 것 같아요~~!,4,20.04.26.,라보에이치,,,,1.0,,,
한번 사용했는데 두피가 시원하니 좋아요 근데 가격이 착하지 않아 별하나 뺐어요^^,4,20.04.10.,라보에이치,0.0,,,1.0,,,
신랑두피가 건조하고 가렵다고해서 구매했는데 맘에 든다네요.효과가 좋기를 기대해봅니다,4,20.03.13.,라보에이치,,,,1.0,,,
성분이 좋아 구매해보았는데 감는 느낌이나 김고 난후 보드랍고 좋은데 비듬이 사라지지 않아 더 사용해 보아야 될뜻합니다,4,20.03.29.,라보에이치,,1.0,,,,,
두피 샴푸 많이 써봤는데 세정력이랑 머릿결 관리에 무난한 제품인거 같아요!,4,20.03.26.,라보에이치,,1.0,,,,,1.0
가격이 좀 비싸지만 세정력이 좋네요,4,20.03.24.,라보에이치,0.0,1.0,,,,,
두피자극 없고 세정력은 좋으나 머릿결이 조금 뻣뻣해지는거 같아요,4,23.08.12.,이지마인드,,1.0,,1.0,,,0.0
기존 쓰던 샴푸에 비해 머리카락이 덜 빠져요~ 거품도 잘나고 가격도 좋고,4,23.07.16.,이지마인드,1.0,1.0,,,,1.0,
온가족이 쓰기 좋아요 가격대비 좋아요,4,23.05.25.,이지마인드,1.0,,,,,,
아직 더써봐야 알겠지만 처음써보고 먼가 시화한 시원할줄알았는데 그런건 없었구요 머릿결은 좀 부드러운듯 합니다  계속써보면 좋아질지 기대해봅니다~,4,23.05.06.,이지마인드,,,,,,,1.0
저렴한 가격에 용량도 커서 좋습니다. 그렇다고 냄새가 안좋다거나 세정력이 나쁘다거나 그렇지 않아요. 거품도 잘 나고 무난 해서 잘 쓰고 있어요. 다만 지성이거나 호르몬이 많이 분비되는 시기인 학생들 같은 경우는 두피 가려움이 있을 수 있는 듯 합니다.,4,23.04.19.,이지마인드,1.0,1.0,1.0,0.0,,,
거품도 잘나고 트러블이 없어서 꾸준히 쓰고 있어요,4,23.04.29.,이지마인드,,1.0,,1.0,,,
계속 만족하며 잘쓰고있어요 세정력도 적당하고 향도좋고 가격도 오르지않고,4,23.03.29.,이지마인드,1.0,1.0,1.0,,,,
아직 사용전이라 별점4. 포장 꼼꼼. 맥주효모샴푸로 효과봤다는 얘기듣고 선택. 평도 좋고 가격도 좋아 선택.,4,23.02.22.,이지마인드,1.0,,,,,,
비듬이 잘생겨요 ㅠ,4,23.03.11.,이지마인드,,,,0.0,,,
저렴한 가격에 상품평보고 구입했습니다~ 사용해보고 후기올릴께요^^,4,23.03.02.,이지마인드,1.0,,,,,,
"탈모에 효과는 잘 모르겠는데, 꾸준히 사용중이에요. 세정력이나 향도 괜찮구요. 무엇보다도 착한 성분과 가격이 장점이라 쟁여서 쓰고 있습니다.",4,23.01.23.,이지마인드,1.0,1.0,1.0,,,,
잘쓰고 있어요 ㅎㅎ 근데 두피에 여드름이 나는거같아요,4,23.02.04.,이지마인드,,,,0.0,,,
탈모샴푸 이것저것 써봐도 탈모를 막을 순 없어요~  그럼 세상에 대머리가 없겠죠...ㅠㅠ  탈모는 모르겠고 덜 기름지고 두피 뾰루지가 안나서 써요^-^,4,22.11.24.,이지마인드,,1.0,,1.0,,,
"탈모케어는 잘 모르겠지만, 샴푸 후에 머릿결이 부들부들하고, 좋아서 세번째 구매 입니다. 중간에 다른 샴푸 이용도 해 봤는데, 머릿결이 며칠만에 뻣뻣해지고 확 나빠지는게 느껴져서 다시 사용했더니 1주일 정도 사용하고 다시 원상태 회복 했어요^^  가성비도 좋고, 성분도 좋아 이젠 굳이 다른걸로 갈아 타고 싶지 않내요^^",4,22.11.04.,이지마인드,1.0,,,,,,1.0
냄새가 좋고 머리 가려움이 하나도없었던거같아요 일단 두번밖에못써봐서 좀더 지켜보려구여,4,22.12.14.,이지마인드,,,1.0,1.0,,,
처음 사용할땐 좋았던것 같은데 머리결이 뻑뻑해지는 느낌이고 많이 건조합니다,4,22.11.16.,이지마인드,,,,,,,0.0
거품이 풍성하고 머릿결이 부드러워요,4,22.12.05.,이지마인드,,1.0,,,,,1.0
향도 좋고 가격도 착하고 저에게 맞는 제품이라서 또 재구매했네요 항상 재구매하는 제품 중 하나로 만족합니다.,4,22.11.07.,이지마인드,1.0,,1.0,,,,
거의  무향에 순해서 좋은거 같아요.전  집에   린스는   많아서  샴푸만  구매했는데   가격대비  가성비  짱짱  완전   짱 인거  같아요.,4,22.09.12.,이지마인드,1.0,,1.0,1.0,,,
머리카락이 계속 빠져서 구매하게되었는데 가격대비 만족스럽습니다 며칠 써보지 않아 효과는 잘 모르겠지만 순하고 세정력도 좋네요,4,22.08.11.,이지마인드,1.0,1.0,,1.0,,,
행사때 사서 써보고 좋아서 또 샀어요 탈모는 더 써봐야 알겠지만 두피가 지성인 편인데 이건 뾰루지도 안 생기고 기름지는 속도도 더디고 그렇다고 너무 머릿결이 뻣뻣하지 않고 좋네요~ 용량도 대용량이고 쟁여서 쓰고 있어요,4,22.07.02.,이지마인드,,1.0,,1.0,,,1.0
향도 좋고 가격도 저렴하곶. 만족합니다. 추가구입의향 잏습니다,4,22.07.31.,이지마인드,1.0,,1.0,,,,
착한가격으로 늘잘쓰고 있답니다,4,22.08.06.,이지마인드,1.0,,,,,,
거품도 잘나고 머릿결도 부드럽고 성분도 좋은거 같아 재구매하려구요,4,22.07.13.,이지마인드,,1.0,,,,,1.0
좋아요. 가격이 큰 부담도 없고 성분도 괜찮은듯..,4,22.06.03.,이지마인드,1.0,,,,,,
"상품평보고 구매했습니다 가는모발에 손상모입니다 받자마자 샴푸해봤더니 거품풍부, 헹굼 잘됨, 린스를 따로 안해도될만큼 매끄럽고 드라이후 수분감도 적당히 있음. 가격대비 갑 입니다. 진솔한후기들 덕분에 좋은제품 갯합니다~~",4,22.03.29.,이지마인드,1.0,1.0,,,,,1.0
늘 이샴푸만 사용하고 있어요 가격이 너무 착합니다,4,22.04.20.,이지마인드,1.0,,,,,,
은은한 그린티 향이라 좋았고요 착한 성분이라고해서 믿고 구입했어요 가격도 착하고요^^,4,22.03.07.,이지마인드,1.0,,1.0,,,,
가격도 저렴한데 향도 좋아요 ~~ 그리고 거품도 잘나서 대만족이에요 !,4,22.02.25.,이지마인드,1.0,1.0,1.0,,,,
착한가격도 좋고 머릿결도 좋아져서 좋네요ㅎ 그리고 향도 좋아요ㅎ 만족합니다^^,4,22.03.15.,이지마인드,1.0,,1.0,,,,1.0
아직 써보지 않았는데 기대 됩니다! 저렴한 가격에 잘 샀는데 한달 리뷰 남기러 올게요 ㅎㅎ포장도 꼼꼼,4,22.01.06.,이지마인드,1.0,,,,1.0,,
거품도 풍푸하고 두피를 자극을 안주고 건조하게 하지 않아 순해서 좋은데 저는 그래도 가렵네요 ㅠㅠ,4,21.12.28.,이지마인드,,1.0,,0.0,,1.0,
성분보고 산건데 벌써 3통 정도 쓴거같아요 이번에는 엄마가 이샴푸 너무좋다고 머리 덜 빠진다고 구매해달라고 하셔서 재구매했어용 냄새도 좋고 대용량이라 오래써요 가격도 너무좋고!! 진짜 무난하게 쓰기 너무좋아요,4,21.12.15.,이지마인드,1.0,,,,,1.0,
산뜻하게 감기네요. 깔끔해요. 가격대비 가성비는 좋네요.,4,21.12.15.,이지마인드,1.0,1.0,,,,,
머릿결도 부드러워서 좋고 좋은 성분 재료로 만들었다고하니 더좋은 느낌입니다.,4,21.10.28.,이지마인드,,,,,,,1.0
거품도 풍부하고 향도 괜찮구 머릿결도 그전보다는 부드러워진듯 해요,4,21.11.02.,이지마인드,,1.0,1.0,,,,1.0
"배송오류가 있긴 했지만 친절하게 다시 맞교한 해주셔서 좋았습니다. 맥주 효모라 어떤 냄새가 날까? 살찍 걱정했는데 염려스러운 향은 아니 었습니다.. 오히려 시간이 지날 수록 괜찮다는 느낌이 드네요..대용량인데 가격도 좋고, 품질도 아직은 만족 스럽습니다. 부들 부들~ 엉키지 않는 것만도 좋네요.. 탈모에도 좋으면 더 좋겠지만.. 과한 욕심이겠죠~~ ^^ 잘 쓰겠습니다~~",4,21.08.18.,이지마인드,1.0,,1.0,,1.0,,1.0
머릿결이  건강해졌습니다,4,21.10.26.,이지마인드,,,,,,,1.0
가격이 저렴해요. 그런데 세정력이 보통보다는 아주 약간 약해보여요. 세정이 잘 되기는 합니다.,4,21.08.31.,이지마인드,1.0,,,,,,
한달 써본 후기  장점  1.  많은 양 대비 저렴하다.  대가족이라 너무 만족 2.  거품이 참 잘 나서 닦는거 같다. 3.  성분이 착하다 4.  거부감 없는 은은 향이 좋다. 5.  머리카락이 그전보다 왠지 덜 빠지는것 같다.  단점 거품이 워낙 잘 나서 감을때는 잘 닦인 느낌인데 드라이를 하다보면 머리맡이 개운하지 않고 좀  덜 닦인듯 기름기가 느껴진다...  성분 좋고 양 많고 가격 좋고 다~~~ 좋은데 천연샴푸라 하는 대부분의 삼푸들을 써보면 꼭 드라이 할때 느껴지는 그 찝찝함이 너무나 아쉽네요 TT  비듬만 안 생기면 그냥 이 샴푸 계속 쓸 생각입니다.,4,21.07.10.,이지마인드,1.0,1.0,1.0,,,1.0,0.0
가격대비 좋습니다 사용 후 재구매했습니다,4,21.08.20.,이지마인드,1.0,,,,,,
가격이 좋고 향도 은은해서 다시 주문합니다,4,21.07.30.,이지마인드,1.0,,1.0,,,,
30년 넘게 쓰던 마트 샴푸 성분 알고 경악하고나서부턴 성분 따져보고 샴푸 산지 몇년째고 많은 제품들 써봤지만 아직도 정착하질 못했어요.  성분 괜찮고 가격 착하고 거기다 양까지 많은 샴푸를 찾는것도 쉽지않은데 겨우 찾아서 써보면 거품이 너무 안나던가 세정력이 약해 감고 말리면서 느껴지는 기름기..  일단 이지마인드 샴푸는 거품 적당히 잘 나고 은은하니 향 좋고 성분 괜찮고 가격도 착해서 대가족인 저희 집 쓰기엔 양도 너무너무 만족입니다.  드디어 정착할수도 있겠다 싶네요.  이 가격 이 성분으로 계속 판매해주세요~,4,21.06.10.,이지마인드,1.0,1.0,1.0,,,,
친환경인데 가격도 착하고 거품도 풍성하게 잘나요 임산부 샴푸 찾다가 사용하고있는데 향은 좀 진한데 좋어요,4,21.06.25.,이지마인드,1.0,1.0,,,,,
저렴한 가격에 용량 많아서 좋아요. 향도 좋고 거품도 잘 나는데 아직 특별하게 막 좋은지는 잘 모르겠어요. 좀 더 오래 써봐야 알 것 같아요. 현재로선 괜찮아요^^,4,21.06.09.,이지마인드,1.0,,,,,,
가격도 좋고 향도 줗으네요,4,21.07.09.,이지마인드,1.0,,1.0,,,,
아직 안써봤어요~ 가격은 너무 좋네요!,4,21.07.01.,이지마인드,1.0,,,,,,
가격대비 만족하구요 맥주효모성분이 느낌상 안느껴지는것 같아요 대박나세요,4,21.06.19.,이지마인드,1.0,,,,,,
일단 비듬이 덜 생기는 거 같아요.,4,21.07.04.,이지마인드,,,,1.0,,,
재구매했어요 아주 만족스럽진 않지만 가격대비 훌륭해요,4,21.05.27.,이지마인드,1.0,,,,,,
"머리가 감아도 가렵고 비듬이 많이 생겨서 바꿔봤는데, 사용한지 보름쯤 되가는데, 별 진전이 없네요. 여전히 가렵고 비듬도 줄지않아요.... 상품평 좋길래 샀는데, 저와는 안맞는건지....",4,21.06.01.,이지마인드,,,,0.0,,,
배송도 빠르고 순하고 가격도 좋고 만족해요.,4,21.06.09.,이지마인드,1.0,,,1.0,1.0,,
맥주효모추출물이 있어 머릿결이 부드러워지는 것 같아요 만족합니다,4,21.05.02.,이지마인드,,,,,,,1.0
트러블이 안났고 가성비가 무척 좋음.,4,21.05.24.,이지마인드,1.0,,,1.0,,,
가격대비 양도 많고 두개라 부담없이 쓰기좋네요  머리가 풍성해진거는 모르겠으나 세청력이좋아 재구매 의사있네요,4,21.04.19.,이지마인드,1.0,1.0,,,,,
머릿결도 부드럽고 향도 좋아요,4,21.04.28.,이지마인드,,,,,,,1.0
린스없이도 머릿결이부드럽네요 거품도풍부하고 가격도저렴하네요 만족합니다,4,21.04.16.,이지마인드,1.0,1.0,,,,,1.0
아직 사용전이지만 저렴한 가격에 대용량에 높은점수 주고싶어요. 상품평 꼼꼼이 읽어보고 샀는데 좋은 상품인것같아요,4,21.04.25.,이지마인드,1.0,,,,,,
머릿결 부드럽고 비듬도 별로 없네요. 가성비 졿음.,4,21.05.07.,이지마인드,,,,1.0,,,1.0
"대용량인데 가격이 타제품 대비 저렴합니다. 처음 사용해봐서 세정력이나 머릿결에 대한 부분은 잘 모르겠지만, 거품은 풍부합니다. 이게 장단점이 있는데 세정력이 좋으면 계면활성제가 많이 들어있는거라 좋지는 않다는 겁니다. 다만 효모와 기타 성분 그리고 산도5.5라 이부분에 점수를 주고 향은 호불호가 있을 것 같습니다.",4,21.03.12.,이지마인드,1.0,,,,,,
3개를 주문했는데 정말 저렇게 하나하나 포장되서  파손된 상품없이 잘 도착해서 감동~~~~받았습니다 부모님댁도 드리고 하난 선물하고 잘 나눠쓰고 있어요 향이 특별히 좋다거나 머릿결이 특별히 좋아진건 잘 모르겠는데 머리카락은 확실히 덜 빠지는것 같아요 (더이상 빠질 머리가 없어서 일런지는 모르겠으나) 가렵거나 하는것도 없이 무난하고  향료를 제외하곤 모두 화해어플도 무난히 통과하는 가성비 좋은  우수한 제품이라고  생각됩니다 지금 처럼 좋은 원료에 가격만 착하게 유지해주신다면  재구매 의사 충분히 있어요~,4,21.02.22.,이지마인드,1.0,,,1.0,1.0,1.0,
거품 많이 나고 향도 나쁘지않아서 호불호없이 다들 사용할거같아요~~ 이 정도 가격에 3개면 개이득 아닙니까...?!?!!!!,4,21.03.15.,이지마인드,1.0,1.0,1.0,,,,
가격도 착하고 배송도 빠르고 거품도 부드러워서 좋습니다.,4,21.04.01.,이지마인드,1.0,1.0,,,1.0,,
"배송 매우 빨라요~ 주문하고 바로 발송해주시고 다음날 받고~ 다른사이트랑 같이 주문했는데 이건 바로 왔네요-  천연샴푸를 이전에도 써왔는데 용량이 적기도 하고 가려움이 그대로라 바꿔봤어요~  주문하고 사용하던 샴푸 쓰느라 이제 세번정도 사용했는데요, 다른 천연샴푸보다 머릿결 좋아지더라구요. 하지만 제가 너무 지성이다보니 기름인지 머릿결이 좋아진건지 겨울이라 정전기가 일어난건지 모르겠지만 머릿결이 매끄럽긴 합니다. 그리고 쓰던 천연샴푸보다 거품이 매우 잘납니다~ 그래서 전에 쓰던건 몇번 펌프해서 앞머리, 옆머리도 해줘야 했지만 이건 한번으로 충분한것 같아요- 그리고 가려움도 쓰던것보다는 나은것 같아요. 많은분들이 말하신 향! 이것때문에도 고민했는데 (아무래도 양이 1000ml라 적지 않다보니) 저랑은 향이 맞더라구요. 몇번 안써본 후기라 한달정도 더 써보고 후기 쓰러 오겠습니다^^ (천연샴푸 이가격에 판매해주신 사장님 감사해요~)",4,21.01.10.,이지마인드,,1.0,1.0,1.0,1.0,,1.0
가격도 저렴하고 머리카락이 덜 빠지는 느낌입니다,4,21.03.22.,이지마인드,1.0,,,,,1.0,
"윤기가 나는 것을 보니 머릿결이 좋아지는 듯합니다. 두피와 모발만 충분히 적시면 거품도 풍성하고 향도 은은하고.... 다만 비듬이 생기는데 이 부분은 지성이냐, 건성이냐의 차이가 아닐까 짐작합니다. 발모에 관해서 효과가 있는지는 모르겠으나 평범한 샴푸로 치면 용량 대비 가성비가 좋습니다. 한 달 동안 세 통 중 한 통도 다 못 썼습니다.(2인 기준)  온 가족이 써 본 결과 여러모로 마음에 들기에 굳이 다른 데서 사지 않고 이지마인드에 정착하려고 합니다.",4,21.02.04.,이지마인드,1.0,1.0,1.0,,,,1.0
저렴한 가격이고 성분도 착한것 같아서 좋네요,4,21.03.19.,이지마인드,1.0,,,,,,
아직 사용해보진 않았는데 효과 좋으면 재구매각!! 가격도 너무 착하고 좋아요!!,4,21.02.20.,이지마인드,1.0,,,,,,
"처음에는 별효고모르겠던데, 확실히 머리카락 빠지는게 덜해요~ 비듬은 효과잘모르겠구요;;",4,21.03.07.,이지마인드,,,,,,1.0,
머리결이 훨씬 덜 건조하고 부드럽네요. 따로 트리트먼트 하지 않아도 괜찮아요.,4,21.03.08.,이지마인드,,,,,,,1.0
"약산성 샴푸라 부담이 없고, 또 착한 가격이라 만족합니다. 세정도 잘되고, 향도 시원해서 좋습니다.",4,21.01.30.,이지마인드,1.0,1.0,1.0,,,,
머리가 확실히 덜 빠져요. 가격도 저렴한데 성분도 나쁜 것이 거의 없ㅇㅓ서 가성비 갑. 그리고 꽤 오래씁니다. 향도 좋고 성분도 좋고 가격도 착하고. 절대 단종시키면 안됨. 꾸준한 인기엔 이유가 있다!!,4,21.02.16.,이지마인드,1.0,,1.0,,,1.0,
거품은 좀 적지만 향이 좋네요 탈모방지샴푸중에 향이 제일 좋았구요 세정력도 좋고 가격대비도 만족합니다,4,21.01.15.,이지마인드,1.0,,1.0,,,,
일반 시중에서 파는 제품쓰면 바로 트러블 올라오고 빨개지는 예민한 두피인데 천연샴푸라 그런가 전혀 트러블 없고 좋아요. 가격도 착하고 용량도 커서 온 식구가 다 사용하고 있어요!,4,21.02.05.,이지마인드,1.0,,,1.0,,,
막달임산부에요.  천연샴푸라 뻣뻣할줄 알았는데 거품도 엄청 풍부하고 머릿결도 부드럽네요. 향은 달달한 향을 안좋아하는데 산뜻한 향으로 거부감없었어요. 대용량으로 가격대비 만족이에요. 향료는 천연을 쓸 수없다는게 아쉽지만..,4,21.01.04.,이지마인드,1.0,1.0,1.0,,,,1.0
냄새좋고 머릿결도 좋아지고 다 좋은데 지성피부라 비듬이 잘생기고 하루만 안감아도 머리서 냄새 올라오네요 저처럼 귀차니즘으로 2틀에 하루 머리감는 사람들은 비추 깨끗한 사람들은 머릿결 샤랄라 해지니 사용하셔요,4,21.01.28.,이지마인드,,0.0,1.0,0.0,,,1.0
향: 무난하고 산뜻한 향인데 거의 안 느껴져요 긴 모발에 샴푸 직후에도 모발에서 향이 거의 느껴지지 않네요...  세정력: 좋은 것 같아요 평소 모발 상태는 엄청 건조한데 두피는 가려운 게 있어서 좋은 천연샴푸라도 안 맞으면 두피에 뾰루지가 나는데 가렵거나 하지 않았어요  거품: 거품기 이용해서 거품 내는데도 풍성하진 않았어요   배송은 주문폭주로 많이 느렸지만 포장이 엄청 꼼꼼해서 좋았어요!! 한 달 정도 써보고 이외에도 좋거나 아쉬운 점이 있는지 보고 지속적으로 쓸지 생각해 보려고요~,4,20.12.16.,이지마인드,,1.0,0.0,1.0,1.0,,
좋다는 말 엄청 듣고 샀는데 그냥 특별한 점이 뭔진 모르겠어요 글고 이거 쓰고인지 확실히 모르겠는데 타이밍 맞게 두피에 뾰루지가 몇 번씩 나네요,4,21.01.13.,이지마인드,,,,0.0,,,
"상세설명을 너무 잘해 놓으셔서 고민끝에 구매하긴했는데 제품은 확실히 좋은 성분을 쓰긴한건 맞아요.자극적이지 않고 약산성이라 무향,무색이라 아기들이 써도 좋을듯요.상당히 부드럽습니다.하지만 지성인 제겐 세정력이 좀 약한것 같아요.볼륨감도 떨어져서 머리가 힘이 없네요.보습력은 있어요.가격이 좋아서 구매했는데 가격을 좀더주더라도 세정력과 볼륨감을 높였으면 더 좋겠다는  아쉬움이 남네요.어쨌든 용량이 많아서 한동안 잘 쓰도록 할게요.",4,20.12.31.,이지마인드,1.0,0.0,1.0,1.0,,,0.0
양도 많고 가격도 저렴해서 구매했어요 다른 샴푸쓰고서는 가렵고 각질일어나서 이거 썼는데 증상이 가라앉았어요 ㅎ 향도 무난합니다,4,20.12.29.,이지마인드,1.0,,1.0,1.0,,,
아직까진 좋은데.. 가격대비 좋은거 같아요,4,21.01.17.,이지마인드,1.0,,,,,,
아직 며칠 안 써봤지만 거품도 잘나고 두피가 가렵지 않아 좋습니다.,4,21.01.09.,이지마인드,,,,1.0,,,
추천글 보고 1병 구매해봤어요. 지성인데 사용하고나면 머리가 좀 가렵더라구요. 파워지성이신분들은 비추..! 샴푸 색은 투명하구요 향도 좋아요. 거품이 생각보다 엄청 잘나네요..,4,20.12.10.,이지마인드,,1.0,1.0,0.0,,,
가격대비제품좋ㅇㅏ요,4,21.01.31.,이지마인드,1.0,,,,,,
아직 안써봤지만 포장을 제대로 해서 보내주셔서 만족스러웠어요! 사용해보고 다시 후기 남길께요 가격 대비 용량이 커서 만족스러워요,4,20.12.13.,이지마인드,1.0,,,,1.0,,
상품평과 가격이 맘에들어 구입했어요. 탈모샴푸를 계속 사용중인데 진짜 효과 좋다..하는건 없었어요. 그냥 일반샴푸보다는 낫겠지..하는 맘으로 사용중이라..^^;;,4,20.12.25.,이지마인드,1.0,,,,,,
"계면활성제가 안들어가서 거품나는 양은 적지만, 향도 좋고 천연이라 좋은 것 같아요. 한통 일단 비워보고 추가구매할지 고민해볼께요~ 가격 저렴한게 장점인데, 가격 올리지 마세요ㅠ",4,20.11.27.,이지마인드,1.0,,1.0,,,,
빠른배송에 저렴한가격 대용량,4,20.12.27.,이지마인드,1.0,,,,1.0,,
"향이좋고 단기간에 효능을 확인하긴 어렵지만, 계속 사용할 의향이 있습니다. 가격대비 용량이 많아 만족스럽습니다",4,20.12.10.,이지마인드,1.0,,1.0,,,,
향도 괜찮고 자극적이진 않습니다. 대신 건선두피 가려움증은 완화되나 각질 감소는 잘 모르겠어요.,4,20.12.30.,이지마인드,,,1.0,,,,
비듬도  없어지고   샴퓨냄새도좋아요,4,20.12.31.,이지마인드,,,1.0,1.0,,,
저렴하게샀어요 막 좋은건 모르겠는데 가격대비 조아요,4,20.12.21.,이지마인드,1.0,,,,,,
싼 가격에 크기 좋아요 배송이 조금 느리고 거품은 별로안나요,4,20.12.18.,이지마인드,1.0,0.0,,,0.0,,
가격이 좋아서 사봤어요 머릿결에 힘,4,20.12.29.,이지마인드,1.0,,,,,,
거품도 풍성하고 향도 좋은데 비듬이나 두피관리는 좀 덜한거 같아요,4,20.12.22.,이지마인드,,1.0,1.0,0.0,,,
향도 좋고 거품도 잘나요!!!! 일단 제 머리가 염색을 많이 해서 손상이 많이 된 모발인데 샴푸만 해도 엄청 부드러워져요!!! 가격대비 훌륭하다고 생각됩니다 ! !,4,20.12.02.,이지마인드,1.0,1.0,1.0,,,,1.0
착한가격이고 생각보다 거품이 잘 나서 좋아요,4,20.12.17.,이지마인드,1.0,1.0,,,,,
아직안써봐서...평이랑 가격대가 맘에 들어서 주문했는데 괜찮우면 좋겠어여,4,20.11.20.,이지마인드,1.0,,,,,,
비듬도 없어지고 거품이 잘나서 좋아요 향기도 좋고 만족합니다,4,20.11.08.,이지마인드,,1.0,1.0,1.0,,,
음 스멜이 좋다고 하여 샀습니다 역시 굿스멜 이가격에 이 용량 굿가성비,4,20.12.16.,이지마인드,1.0,,1.0,,,,
"얼마 쓰지 않아 아직 잘 모르겠는데 일단 거품은 잘 일어나고 향기도 나는건 아니지만 아주 없는건 아닙니다. 일단 감고나서 가려움은 없고요, 약간 풍성한 느낌은 납니다만 아주 부드럽지는 않습니다.",4,20.10.24.,이지마인드,,,,1.0,,1.0,
써본지 며칠 안되서 별 하나 뺐습니다.향은 나름 괜찮습니다. 한번 펌프 했는데 양이 작다 싶어 반정도 더해서 샴푸 했습니다.풍부한 거품은 아니지만 거품이 쫀쫀하네요. 세정이 잘 되는것 같습니다. 감고난 후 개운함을 느꼈습니다.가격대비 괜찮은것 같습니다. 향은 오래 안가는것 같지만 향보다 두피에 좋을거라 생갑합니다.제품도 하나하나 에어 빵빵한 포장지에 담아주셨네요.,4,20.09.30.,이지마인드,1.0,1.0,1.0,,1.0,,
"일단, 가격, 성분, 양, 산도(약산성) 모두 충족시켜 주는 가성비 최강 샴푸. 공구해서 쓰고 있는 회사 동생도 너무 좋다고 얘기함.   앞으로 지속적으로 사용해도 되겠다고 생각함.",4,20.10.02.,이지마인드,1.0,,,,,,
양도 많고 가격도 좋아서 써보니 샴푸도 괜찮은거 같아요 투명하고 거품도 잘나고 향도 좋아요,4,20.09.15.,이지마인드,1.0,1.0,1.0,,,,
가려움증도 별로 없고 너무  맘에 듭니다,4,20.10.18.,이지마인드,,,,1.0,,,
"이벤트가격으로 써봤는데, 순하고 쓰기편해요. 일반적인 샴푸쓰면 두피가 가려웠는데, 이건 전혀안가려워요~~",4,20.09.26.,이지마인드,,,,1.0,,,
저렴한가격이지만 상품평을믿고구매햇네요ㅡ 거품풍부하구요ㅡ향기도좋더군요 세정력도괜찮앗어요ㅡ꾸준히써볼께요,4,20.08.31.,이지마인드,1.0,1.0,1.0,,,,
향도좋고 가격대비 넘나 훌륭한 샴푸입니다 거품도 잘나요 만족,4,20.09.21.,이지마인드,1.0,1.0,1.0,,,,
가격이저렴하니 좋습니다~,4,20.09.10.,이지마인드,1.0,,,,,,
거품은생각보단풍부하구요 향도은은하니좋은데 머리카락빠짐은똑같고 두피가려움도 여전함니다 아직더써봐야되겠네요,4,20.08.17.,이지마인드,,1.0,1.0,0.0,,0.0,
가격져렴하게 잘구매해써요^^ 거품도 풍성하게 나고 다만 향이 오래가지 않아요ㅠㅠ,4,20.07.28.,이지마인드,1.0,1.0,0.0,,,,
체험상품으로 말도 안되는 가격에 구입했습니다 포장 엄청 꼼꼼히 해서 보내주셔서 파손 1도 없었어요 거품이 풍성하고 맥주 냄새날까 걱정했었는데 은은한 풀냄새가 좋네요 머리카락이 한올한올 코팅되는 느낌이 들어 좋았는데 세정력은 조금 떨어지는것 같네요 대체적으로 만족해요,4,20.07.13.,이지마인드,1.0,,1.0,,1.0,,1.0
저렴한 가격에 잘 구매했어요 잘 쓸게요,4,20.07.16.,이지마인드,1.0,,,,,,
자극적이지는 않지만 스피아민트 오일이 들어가서인지 두피에 닿으면 화~한 느낌이 들어서 자극적이라고 느낄 수도 있을 것 같아요. 개인적으로 머리 감을 때 풍기는 민트 향이 정말 좋아서 기분이 좋더라고요. 거품도 잘 나서 잘 사용하고 있어요.,5,23.09.03.,라보에이치,,1.0,1.0,,,,
여름에 사용하기 좋았어요!! 쿨링감도 있고 향도 나쁘지 않은곳 같아요!! 가을겨울에도 괜찮은지는 더 써볼게요^^ 재구매의사있어요!,5,23.08.31.,라보에이치,,,1.0,,,,
가려움이 심해서 쓰던 샴푸가 있는데 성분이 너무 안좋아서 바꿔봤어요 향도 맘에들고 두피 가려움이랑 트러블도 잘 잡혀서 이 제품으로 정착하려구요💗  머리카락은 엄청 건조해져서 트리트먼트나 린스는 필수일 것 같아요,5,23.08.18.,라보에이치,,,1.0,1.0,,,0.0
일단 빠른배송으로 받아서 너무 좋네요! 쓰던 샴푸가 다 떨어져가서 이번에 행사에 시켜본건데 맘에들어요~~ 탈모에 효과가 있었으면 하네요^^,5,23.08.22.,라보에이치,,,,,1.0,,
머리에 자극이 없고 청량감이좋아요,5,23.09.06.,라보에이치,,,,1.0,,,
