content,score,date,option
효과는 모르겠지만 그냥 씀 ㅋㅋ,4,21.12.25.,
요즘 탈모가  심해서 주문했어요,4,21.12.11.,
아직 더 사용 해봐야 알듯합니다,4,22.12.12.,선택: 힘없는모발용샴푸 400ml
큰 효과는 보지 못하는거 같아요,4,22.01.19.,닥터그루트 더마솔루션: 힘없는모발용 샴푸 400ml x 3개
가족들이 잘 사용하고 있습니다,4,21.08.13.,
입소문으로구매해봄효과잇기를,4,20.09.24.,
예전에 써보고 다시 구매합니다,4,22.01.07.,
사용한지 3일로는 잘모르겠어요,4,21.05.23.,
쓰던거라 좋아서 구매했습니다 ,4,21.02.11.,
신랑이쓰고있는대괜찬은가바요,4,22.12.27.,
자주쓰는 제품이라 믿고씁니다.,4,21.03.02.,
탈모에 효과가 있으면 좋겠어요,4,22.02.04.,선택: 탈모증상완화 힘없는모발용샴푸
머리결에 도움이 되는거 같아요,4,21.03.26.,
쓰고있어요  효과있음 좋겠엉요,4,22.03.11.,
아직 사용전이라 잘 모르겠어요,4,23.03.20.,
배송이 엄청 오래 걸렸어요.. ㅠ,4,20.10.17.,
아직 며칠 안되어 잘모르겠네요,4,21.09.01.,
확실히 머리카락이 덜 빠집니다,4,22.09.19.,
계속 구매 사용하는 제품이네요,4,23.02.03.,옵션: 힘없는 샴푸 400ml
처음 사용해보는거라 기대되요.,4,22.02.10.,
탈모에 효과가 있으면 좋겠네요,4,21.11.02.,
탈모없이 잘 사용하고 있습니다,4,22.03.24.,
아직 써 보진 않았는데 좋겠죠?,4,20.11.26.,
쓰고있는 제품이라 구매했어요,4,22.08.29.,
매번 재구매하는 제품이에요 ~~,4,22.01.27.,
써봐야 알겠지만...................,4,22.04.28.,
머리카락이 두꺼워진것 같아요,4,22.09.28.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
배송빠르고 잘쓰는중 굿입니다,4,21.01.10.,
샘플써보고 괜찮아서 구매해요,4,22.07.12.,
아직. 사용전인데좋을것같아요,4,21.02.04.,
햣도좋고 머리결도 좋아졌어요,4,22.11.16.,
가성비적 가는머리에 좋습니다,4,22.02.07.,선택: 탈모증상완화 힘없는모발용샴푸
잘 사용하고 있는 제품입니다.,4,22.03.30.,
향 때문에 별하나 뺐어요ㅠㅠ,4,21.02.03.,
탈모에 좋다해서 주문했어요~,4,22.02.16.,
제품은 좋은데 배송 너무느림,4,22.04.05.,
머리가 뻣뻣해져서  린스필요,4,21.05.22.,
믿고 항상 애용하고 있습니다,4,23.08.17.,닥터그루트: 힘없는 모발용 샴푸 400ml x 1개
한달정도써봐야지알것같아요,4,21.04.13.,
아직안써봣는데   기대돼네요,4,22.01.05.,
제 머리카락이 얇아서 이제품은 머리결을 엄청 좋게 해서 금방 머리에 떡지게 하는 단점이 있습니다,4,22.10.23.,
탈모고민에 좋은 샴푸입니다,4,21.05.31.,
그냥저냥 쓸만합니다.효가는,4,22.02.05.,
재구매해서 잘쓰고있습니다.,4,22.01.11.,선택: 샴푸1+1
대용량도 나왔으면 좋겠네요,4,22.07.18.,
어머니께서 좋다고 하시네요,4,21.08.22.,
아직 잘모르겠지만 좋겠죠~^^,4,20.10.04.,
아직 잘모르겠네 좋길바라며,4,22.09.06.,
효과있기를 바라며 써볼께요,4,20.10.20.,
무난합니다 재구매는 글쎄요,4,21.04.29.,
좋아지리라 믿고 사용합니다,4,22.03.20.,
닥터그루트 믿고 쓰고있어요,4,22.07.01.,
사용중 좋아서 구매했습니다,4,22.03.18.,
자주 구매하는 샴푸 입니다.,4,21.11.03.,
울 아들 효과 있음 좋겠네요,4,21.01.13.,
고맙습니다 잘 사용할게요~!,4,22.04.27.,선택: 힘없는 모발용 샴푸 400ml
처음 사보는데.. 기대됩니다,4,20.10.02.,
정말 머릿결이강해진듯해요,4,21.11.20.,닥터그루트: 힘없는 모발용 샴푸 400ml x 2개
볼륨감이 좀 있는거 같아요 ,4,21.02.22.,
감사 합니다 잘 사용 할께요,4,21.07.25.,
머릿결이 좋아요시원하네요,4,21.06.10.,
일단 써봐야할거 같아요 ㅎ,4,20.09.24.,
모발에 힘이 생긴것 같아요,4,20.10.09.,
자주 구매하는 제품 입니다,4,21.12.03.,
the product is goo i always using it,4,22.05.19.,
음식이어쩜 이렇게 맛있죠?,4,22.04.19.,
가격이 저렴하면 좋겠어요.,4,21.04.17.,
처음 써보는데 기대합니다,4,21.07.10.,
남편이 잘써서 주문합니당,4,21.11.10.,
쿠폰적용하여 구입 했어요,4,22.09.22.,
쓰던 제품이라 주문합니다,4,20.11.28.,
상품평이 좋아 써보려고요,4,21.04.15.,
계속 이용하는 샴푸입니다,4,20.10.16.,
아지가지는 좋은것 같아요,4,22.11.04.,
잘구매했어요. 애용합니다,4,21.11.20.,
믿고 사용하는제품 입니다,4,20.11.01.,
오랜기간 사용하고 있어요,4,23.08.20.,
잘받아서 사용하고 있어요,4,21.11.12.,선택: 힘없는 모발용 샴푸 400ml
한동안 써봐야 알것같아요,4,21.11.29.,
괜찮게 사용하고 있습니다,4,23.08.04.,옵션: 힘없는샴푸 400ml
비교해서 써보는 중입니다,4,22.10.05.,
머리가 잘 안빠지는듯해요,4,22.03.26.,선택: 힘없는 모발용 샴푸 400ml
항상이용하는제품이에요.,4,21.03.28.,
이젠 머리가아빠지겠네요,4,20.12.04.,
잘받았습니다 수고하세요,4,21.08.26.,
우선 써봐야 알 것 같네요,4,22.05.30.,
더사용해봐야 할것같아요,4,20.12.14.,
오래써바야 알것같아요..,4,22.07.12.,
좋을듯 해서 구매했어요 ,4,20.10.18.,
배송느린것 빼고는 만족~,4,22.04.21.,
머리가정말로잘안빠져요,4,21.06.28.,
머리가정말로잘아빠져요,4,21.06.28.,
향이 오래 남는것 같네요,4,21.05.29.,
좋아요. 쓸만한거 같네요,4,21.08.29.,
머리결이 부드러워요  굿,4,20.11.03.,
일단더써봐야겠네요ㅎㅎ,4,21.10.16.,
배송이 빨라 좋았습니다.,4,23.04.25.,선택: 01 힘없는모발용 샴푸400ml x 1개
머리 기름진 두피라 효과 기대 해 봅니다.효과 있길 바래요.배송은 늦었어요,4,21.01.02.,
선물 했는데 보통이래요,4,21.12.30.,
일주일 써봤는데 잘모름,4,21.03.08.,
잘쓰고 있어요 감사해요,4,22.07.19.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
남편 쓰라고 구매했어요,4,22.01.19.,
good~~~~~~~~~~~~~~~~~~~~~~~~~~~~,4,22.02.18.,
사용전이지만  좋겠지요,4,20.10.14.,
아직 효과는 봐야겠네요,4,21.01.30.,
아직까지 잘 모르겠어요,4,21.10.03.,
배송이 빠르고 좋아오ㅡ,4,22.10.18.,
상품평보고 구매했어요,4,22.02.26.,
유분끼가 많은것같아요,4,23.02.07.,
아직  느낌은 없어요 ᆢ,4,22.09.30.,닥터그루트 더마솔루션: 힘없는모발용 샴푸 400ml x 3개
효과있으묜 대박이겠죠,4,20.09.24.,
저렴하게 잘샀습니다ㆍ,4,21.01.07.,
처읗구매아직은 좋아요,4,21.02.06.,
잘쓰고있어여 감사함다,4,22.01.22.,
더써보구 리뷰남길께요,4,21.12.03.,
잘 사용하겠습니다ㅎㅎ,4,22.03.03.,
광고와 상품평보고 주문합니다. 탈모에 효과가 있기를 기대해 봅니다.,4,21.03.04.,
계속 구매하는 제품입니다. 가성비 좋아 만족하면 사용하고 있습니다.,4,21.06.07.,
배송이 빨라서 좋아요 ,4,21.03.05.,
빠른 배송 고맙습니다 ,4,22.04.22.,
효과가있었음좋겠어요,4,22.03.15.,
항상 이 샴푸만 씁니다,4,21.11.08.,
이샴푸가 젤 잘 맞아요,4,22.12.08.,
기대하고..써보려구요~,4,20.10.28.,
배송이빨리되었어요ᆢ,4,22.11.10.,닥터그루트 샴푸: 200ml 2개입
우리 할매가 써보고 좋다고 주문해 달라고해서 주문했어요. 다른 것보다 자기에게 좋다고 합디다.  잘쓸겁니다.,4,20.12.29.,
재 구매합니다 좋아요,4,20.10.09.,닥터그루트(탈모)힘없는모발용 샴푸400ml + 200ml 추가증정
기대됩니다  첫구매라,4,22.05.27.,
계속해서 쓰고 있어요,4,23.01.06.,힘없는 모발용 샴푸 400ml: 400ml(200ml x 2개입)
잘 사용하고 있어요ㅎ,4,21.03.12.,
계속 사용하는 제품잉,4,22.03.20.,
배송 빠르고 정확해요,4,23.01.01.,힘없는 모발용 샴푸 400ml: 400ml(200ml x 2개입)
기대하며 사용합니다.,4,22.03.03.,선택: 힘없는 모발용 샴푸 400ml
잘받았습니다 총아요,4,21.12.16.,
계속사용할꺼 같네요,4,22.03.14.,
탈모 방지 부탁해요^^,4,22.09.26.,
머리결이 부드럽네요,4,20.12.20.,
아직 잘모르겠어요~~~,4,22.09.21.,
가격대가  후덜덜~~~~%,4,22.01.15.,
좋다고하시네요ㅎㅎ.,4,22.09.06.,
빠르게 잘받았습니다,4,21.10.24.,선택: 400mlX1개
아직 사용 전 입니다.,4,22.08.01.,
엄마사드렸어요 좋길,4,22.12.21.,선택: 힘없는모발용샴푸 400ml
다써서 재주문했어요,4,22.02.25.,선택: 힘없는 모발용 샴푸 200mlX2개(세트용)
머리결이 좋음듯해요,4,20.12.20.,
아직안써봤습니다...,4,21.10.15.,
양 많아서 좋네요 ㅇ,4,21.11.14.,
좋다길래 사봤어요. ,4,21.06.18.,
잘  사용하겠습니다.,4,22.10.06.,
괜찮은 제품 입니다.,4,20.10.10.,
가격 만족 배송 양호,4,21.07.17.,"선택 / 단일옵션 / 18,700원  / "
믿고 잘 사용할께요,4,22.08.12.,
개운하고  좋아요 ..,4,21.03.16.,
전반적으로 좋아여~,4,22.02.06.,선택: 탈모증상완화 힘없는모발용샴푸
사용해보니 좋와요 ,4,21.02.28.,
탈모에 효과가 있길,4,22.11.23.,
배송이 늦어서 아쉽,4,21.07.26.,
사용잘 하고있어요,4,21.11.24.,
사용중에 있습니다,4,21.05.21.,
머리결이 좋아져요,4,21.11.09.,
머리 감으면 탈모안되는것은 모르겠는데 머리카락이 힘이 있네요,4,22.05.31.,
머리에 도움되길..,4,20.10.08.,
많이들 쓰니까요..,4,22.03.14.,
기대해볼께요~~~~~,4,22.05.10.,선택: 힘없는 모발용 샴푸 400ml
모발에 참 좋아요,4,21.07.19.,
써보니 개운해요,4,21.04.14.,
좋은것같음~~~~~~~,4,22.11.18.,
탈모때문에  쓰고있는데 좋아졌음 좋겠어요계속써볼려구요  아직은  잘모르겠어요,4,22.08.23.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
재구매 했어요.,4,21.12.31.,
잘 쓰겠습니다,4,21.09.15.,
사은품이 만족,4,21.06.07.,
아직카진 잘‥,4,21.02.27.,
탈모에좋아요,4,20.11.19.,
잘쓰고있어요,4,21.12.15.,
다소 비싸다..,4,21.09.29.,
잘 썼네요~~,4,21.04.01.,
좋이졌어요,4,21.02.03.,
두번째구입,4,20.12.11.,
괜찮네요...,4,21.09.12.,
좋습니다.,4,20.12.08.,
약간의 탈모 예방 효과는 있을거라 생각하고 사용하고있네요.,4,20.12.17.,
좋으네요,4,22.03.20.,
아직모름,4,20.09.21.,
괜찬은듯,4,22.05.02.,
탈모나 아주 얇은 모발은 아니지만 모발에 힘이 생기는거같고 떨 빠지는거같아서 계속 써보려고 합니다.,4,21.12.24.,
항상 주문해서 씁니다 2개 주문했는데 1개는 찌그러져 왔어요,4,23.06.16.,닥터그루트: 힘없는 모발용 샴푸 400ml x 1개
여러가지 샴푸를 사용했지만 효과가 별로여서 이번에는 효과가 있기를 기대합니다,4,21.11.18.,
좋아묘,4,20.11.30.,
ㄹㄹㅎ,4,20.10.22.,
비싸요,4,21.11.01.,
모발이 얇아서 힘이 없었는데 이 샴푸 사용하고 어느정도 모발에 힘이 생긴 기분이에요,4,22.06.26.,
좋은것같아요 머리숯도  많아 보이고   머리는 덜빠지겠죠,4,20.11.07.,
Ok,4,22.06.13.,
재구매제품 ㆍ여러제품 써보다가 요즘은안착 했어요,4,21.01.22.,
상품단위가많아 부담스러워서 구매를 뒤로미루고 했는데 마침적은단위가보여 구매했어요 잘쓰겠어요,4,21.06.27.,
머리결이 부드러워지고 머리카락 빠짐이 덜 한것같다.,4,23.07.19.,닥터그루트: 힘없는 모발용 샴푸 400ml x 1개
처음 주문하는데 효과가 있길 바랍니다~~배송빠릅니다,4,23.06.22.,
두피라고하죠 머리카락보다 모공부위를 손가락 마디로 먼저 감고 후에 머리카락을 감아봐요,4,21.12.28.,
탈모에 도움이 되는 듯. 탈모로 고민하는 아들이 잘 쓰네요,4,21.10.17.,
머리카락이 빠지고나서부터 쓰는데 덜 빠지긴해요,4,21.09.29.,
잘도착했네요ㆍ 한달 써보고 한달후기로 써볼께요,4,22.11.19.,
샴푸  2개다  닥터그루트샴푸 줄  알았는데  아니네요,4,21.05.19.,
예전엔 머리를 감지 않을때도 머리가 많이 빠졌었는데이 샴푸를 쓰고나서는 머리가 잘 안 빠져요,4,21.09.16.,
이직 사용을 안해바서  사용해보고 다시 올릴게요,4,21.02.19.,
잘 받았습니다. 슈팅배송 빠르네요. 효과는 아직 모르겠지만 잘 쓰고 있어요 ,4,23.06.02.,
좋아요 계속쓰면 더좋아지겠죠 기대중입니다,4,20.12.16.,
괜찮습니다. 모발도 푸엉해 지는 것 같고 쓸만 합니다.,4,21.10.20.,
원래 이 제품을 쓰다가 재구매했어요 ㅎㅎ 엄마가 이 제품을 쓰고나니 두피가 좀 더 건강해지고 모발이 두꺼워진것 같다고 하셔서 다시 구매했습니당 ㅎㅎ!! 좋은것 같아요!,4,23.07.24.,옵션: 힘없는샴푸 400ml
배송이 빨랐어요친정엄마 선물해드렸어요,4,21.04.16.,
빨리배송됐어요  좀더 저렴하면 좋겠어요,4,20.10.07.,
머리감을 때 머리가 좀 덜빠지는 느낌이예요,4,22.08.10.,
계속 사용하는데 효과는 있는건지 비싼 샴푸를 계속 써야하는지.......,4,21.10.06.,
몇번안써봐서 잘...그냥좋다니까 써봐요,4,21.01.13.,
머리가 뻣뻣한 느낌이고 샴푸할때 부드러운느낌이 없습니다,4,21.02.15.,
배송이 빠릅니다. 잘 사용하겠습니다.,4,22.04.24.,선택: 힘없는 모발용 샴푸 400ml
잘 도착했습니다 배송이 신속합니다 ,4,22.09.13.,
재구매입니다잘쓰고있읍니다,4,22.01.13.,
배송빠르네요다른곳보다좀비싸게샀지만..ㅜ,4,22.08.24.,
아직 사용전 이지만 배송은 빠르네요,4,20.11.22.,
구매평이 좋다고 해서 구매했어요~,4,20.10.18.,
이벤트사은품 꼭 보내주세용!!!,4,22.03.26.,
잘못주문했어요 샴푸주문을~~,4,21.03.02.,
한달 정도 사용했는데 아직 효과는 잘모르겠습니다 더 사용해보고후기 달겠습니다,4,22.03.26.,
사용전이라 잘 모르겠어요  우선 쓰던제뿜 다용하면 다시 ㅅㆍㅇ품평 올릴께요,4,21.07.20.,
한번사용후 계속 사용합니다.,4,21.05.06.,
2년째 사용중이에요가운데 머리쪽보다 뒷머리쪽이 꽉차서 너무 더워요 뒷머리쪽 뽑고 가운데로 옮겨 심고 싶네요,4,22.05.20.,
투쿠쿠쿠교너노바튜도,4,20.10.02.,
모르겠어요 효과돞모르겠고 기름도지는거같고 저는 안맞는거같아요,4,21.11.05.,
쓰다가 디른제품 으로쓰다가 다시쓸려구요.,4,21.01.13.,
배송이 빠름빠름조하요~~,4,22.01.04.,옵션: 닥터그루트 힘없는모발용 샴푸 400ml
재구매입니다 좋습니다,4,22.10.18.,
부드러워요. 빠지는건. 좀. 덜빠지는듯햐여,4,22.06.17.,
비매품을 팜. 1+1 -1000원,4,23.02.18.,힘없는 모발용 샴푸 400ml: 400ml(200ml x 2개입)
드라이기에서 탄내가 나요.. 이러다 드라이기 녹아내릴 듯...,4,21.09.29.,
좋지않을까합니다~!!기대합니다,4,20.09.11.,
적당적당 무난무난합니다,4,20.09.26.,
그루트그루트 닥터그루트로 감아라,4,20.11.15.,
그냥그냥 ,4,20.10.10.,
fwfw,4,22.04.15.,
조으다조으다정말조으다,4,22.04.03.,선택: 힘없는 모발용 샴푸 400ml
좋아요 좋아요 ,4,21.11.05.,
goooood,4,21.12.29.,
ㅏㄴ만족만족만족만족,4,21.12.17.,
아직 사용전 이예요아직 사용전 이예요아직 사용전 이예요아직 사용전 이예요아직 사용전 이예요아직 사용전 이예요아직 사용전 이예요아직 사용전 이예요,4,21.07.24.,
🤔🤔🤔🤔🤔,4,22.07.11.,
조아요조아요조아요조아요조아요조아요조아요조아요,4,21.11.05.,
ㅣ,4,21.12.03.,
3,4,21.12.03.,
"배송 속도가 굉장히 만족 스러웠습니다.사은품도 받았을때 기분이 좋을 정도였구요.샴푸는 뒤에있는 두피케어를 사용하다 쿨링제품을 써보려 합니다. 마트에서 부터 구매후 사용기간이 4개월정도 되는데 효과는 음.. 100% 기준으로 60% 정도 체감하고 있어서 가격좀 저렴한 인터넷으로 구매하게 되었네요. 요번 쿨링 샴푸를 사용했지만 온수로 감아서 그런건지, 첫번째로 샴푸가 나와서 그런지 모르겠지만 쿨링감은 체감하지 못했네요 :( 무튼 만족 입니다.",5,22.09.23.,옵션: 힘없는 샴푸 400ml+2종 증정
샴푸의 사용감 중 최고는 샴푸의 상큼하고 깔끔한 느낌이 최고입니다.그리고 모발이 건강해지는 느낌이 있어 머리 감는 것에 대한 부담이 많이 적은것 같고 머리카락  빠지는 정도도 많이 줄어든 것 같아 다음에 다시 재구매 의향있는 샴푸입니다샴푸를 사용하고나면 화장실의 향기도 상큼한 냄새로 가득차서 기분이 좋은 샴푸입니다모든것이 좋고 마음에 드는데 딱한가지더 바람이 있딘면 용기가 잘 쓰러져서 자주 짜증이나곤 하는데 용기가 쓰러지지않도록 용기의 아랫부분을 더 넓게해서라도 쓰러지지 않도록 다시 만들어 주시면 더욱 편리하고 사용감좋고 머릿결에 도움이 되는 멋진 샴푸가 될듯합니다.  남편도 사용해보고는 머릿결이 부드러워지고 향이 깔끔한 느낌이 나서 좋다고 합니다. 그리고 머리 감을때 빠지는 머리카락들도 조금 줄어든 것같다고 말합니다. 심지어 머리를 감고 방에 들어가거나하면 손녀 손자들도 하나같이 깨끗한 냄새가 난다며 좋아합니다. 좋은 샴푸를 만들어 소비자들이 기분좋게 쓰게 해 주신 회사에 진심으로 감사를 드립니다.,5,20.12.20.,
"탈모샴푸 려, 리엔 등 꾸준히 사용해왔던 유저입니다. 일반 샴푸를 사용하명 바로 빠지는 머리가 더 많아지는걸 느껴 늘 탈모예방 샴푸를 사용합니다. 탈모병원에서도 늘 갈색에 비슷한 한방향이 나는 샴푸를 판매하고 려, 리엔도 같은데 닥터 구르트도 마찮가지이긴 하네요. 선택한 이유는 상푸 소개페이지의 내용이 신뢰도가 있어서 선택 했어요. m자 탈모에 가는 머리결로 인해 불안한 40대 중반을 향해가고 있는 저인지라 기존 려, 리엔보다는 좀 더 좋은 것으로 바꿔야겠다 라는 생각을 하고 있었답니다. 4주효과? 라는 카피를 믿어보고 하루 한~ 두번 샴푸를 한 달동안 꼭 써보고 내몸에 직접 실험을 해보기로 마음 먹었네요. ㅎㅎ 어쩌겠어요 해봐아죠. 향은 좀 더 좋은것 같아요. 비슷함 계열 탈모샴푸인데 더 상쾌하다고 해야 할 듯 합니다. 한 달 써보고 조금이라도 나아지면 1+1 세트 구매할께요. 아님 말고~ ㅎㅎ",5,23.08.11.,옵션: 힘없는샴푸 400ml
친정엄마가 주셔서 써본 이후로 다른 샴푸는못쓰겠더라구요. 부인과 수술을 두번이나 해서 성분에 예민한데 설페이트 계면활성제 실리콘 무첨가라서 조금 안심이 됩니다 ㅎㅎ목요일 오후에 구매했는데 토요일 오전에도착했어요. 포장이 엄청 꼼꼼해요.보내주신 샘플도 잘 써볼게요~^^,5,22.07.23.,수량: 2개
한번 선물받아서 써봤었는데 괜찮아서 또 구매해요~~근데 상품이 먼지도 많고 무슨바코드도 있고해서 받아봤을때 찝찝했지만사용하는데 이상 없으니 그냥 써요~~향도 괜찮구~시판보다 싸서 괜찮게 산거 같이요!  근데!!!!박스 하나로 왔는데왜 배송비는6000원이나 받아간거에요???샴푸9개무게가 그렇게 무거운것도 아닌데비교되는 배송비에서 기분이 엄청 나빠졌어요.박스 두개인가보다하고 6000원 배송비 냈는데!!!!,5,22.08.23.,닥터그루트: 집중케어 컨디셔너 400ml x 1개
아이가 초딩때 제가 머리카락이 많이 빠지니 생일선물로 사줬는데 이제 고딩입학생이 되어가는데 아이가 중딩때 이 제품 쓰더니 본인이 더 이 제품을 챙겨서 쓰니 구입하게되네요컵도 잘 도착하고 배송도 빨리해주셔서 감사합니다,5,23.01.07.,
좋은 가격에 잘 구매했습니다.탈모에도움되요 너무좋아요 항상 쓰는 제품입니다또구매예정이예요 신랑도 써보고 좋다고하네요근데 가격대비 양은 좀 작아요그래도 거품도잘나고 좋아요머리도 부들부들 해집니다냄새도좋아요 쿠폰도줬음 좋겠어요,5,22.03.01.,
"스아실....저는 잘 몰라요! 하지만 같이 사는 남편은 항상 이걸 콕! 짚어서 이 제품만 산답니다, 이거저거 붙여서 막 판촉? 세트로 파는거 싫다고해서 단품 최저가+쿠폰 적용가 장바구니 좌르륵 담아두고(주부모드) 가격 비교했을 때 경쟁력 갑이었어요! 그리고 꼼꼼하게 포장해서 보내주셨어요!! 즐겨찾기 완! 좋아요 완! 다른 제품도 둘러보러 갈게요 번창하세요!!",5,22.03.31.,
"탈모에 좋다는 샴푸 한 4,5종 써봤는데 그중에서 제일 좋습니다. 확실히 빠지는 머리카락 줄어들었고 쓰고나면 모발이 풍성해지는게 느껴지네요 그리고 머리에 바르고 1,2분 정도 후에 감으니 효과가 더 좋은것 같습니다. 추후 재구매 의사 있습니다.",5,21.10.16.,
라보H를 2통 쓰다가 새로운거 써보고 싶어서 사봤습니다. 닥터그루투 샴푸향은 남자스킨향이라 호불호가 갈릴것 같아요 거품할때 머리카락이 부드럽지가 않고 뻑뻑해서 적지않게 당황했지만 비누로 감는정도는 아니고 지성두피인 분들한테 잘맞고 도움될듯 싶어요 샴푸하고 나니까 기름이 쫙 다 빠진듯한 상쾌한 기분이 들어서 뻑뻑했지만 별5개입니다 ㅎㅎ,5,22.02.10.,
닥터그루트 쓰고 나서 샴푸하고 나서 머리카락 빠지는 양이 줄게 된것 같아요~ 거품도 잘나고 적은량만 써도 좋더라구요 탈모샴푸치고도 향도 좋아요 다만 왜인지는 모르겠지만 쫌 빨리 쓰는 느낌이에요 기존의 샴푸용량과 별 크게 차이가 없음에도 불구하고 이녀석은 빨리 소진되는 느낌이네요...가격이 약간 비싸지만..그래도 머리 빠지는 것보단 나으니깐 괜찮은거같아요,5,21.02.07.,
머리숱도 작은데 머리카락이 엄청 빠져타브랜드 사용 했지만 효과 못 보던중닥터그루터 처음 광고 나올때부터 꾸준히 사용해봤어요 어느날 머리 말리는데잔머리처럼 올라오기 시작ㆍ가늘고 힘없는 제 머리카락에 맞추어바꿔  3통째 쓰고 재구매 후 효과 보고 있어요샴푸만 사용했을땐 감은후 뻣뻣하지만말리는 과정에서 부드러워져요효과 본 과정  -샤워할때 샴푸로 먼저 한후 헹구지 않고 풍부한 거품으로 덮은후 샤워(몸에 바디로 문지르는 과정) 한후 머리 헹궈줬어요,5,22.08.08.,닥터그루트: 힘없는 모발용 샴푸 400ml x 2개
"예전에 려를 쓰다가 트리트먼트가 단종된 듯하여 닥터그루트 샴푸와 트리트먼트로 바꿨어요, 려보다는 비싼편이지만 동생이 놀러와서, 요 아이 써보고는 샴푸 뭐 쓰냐고 묻더라구요. 마치드라이 한 것처럼 차분했어요. 예전에 미용실 원장쌤이 가늘어진 모발과 탈모를 걱정하시면서 헤어린스 대신 탈모예방 트리트먼트를 써야 좋다고 하셔서 7,8년전부터 탈모예방 트리트먼트를 쓴거 같아요.현재는 주위에서 머리숱도 많아지고 차분해졌다는 얘기 많이 들어요. 지금 와서 후회하지만 얼굴 피부만큼 모발도 미리 관리를 해두었으면 좋았을텐데 하는 후회가 생기네요. 닥터그루트가 매장에 직접가서 사면 조금 비싼편인데 요기서 좀 더 저렴하게 구입해서 너무 좋으네요^^ 덕분에 탈모는 면했어요ㅋ 늘 재구매 하겠습니다~~~",5,20.12.31.,
새정력도 괜찮고 거품도 풍부해요항상 사용하는 거라 이번에도 재구매 했어요보통 탈모 샴푸는 뻣뻣해서 싫은데 이건 머리를 감아도 뻣뻣하지 않아서 좋아요:)늘 만족합니다!그런데 이번에 포켓몬 에디션인지 몰랐는데 깜짝 놀랐네요ㅋㅋ 귀여워요///,5,22.09.29.,
이제품 써보고 같은 라인 샴푸 샘플 등등으로 대부분 써봤는데 이 제품아니면 두피트러블에 간지러움 기름기 증가 등등 여러 문제점으로 인해 다시 이 제품만 쓰게 됩니다 근데 샴푸만 괜찮고 트리트먼트는 딱히 좋은줄 몰라서 트리트먼트 같은 거는 다른 제품 씁니다 배송은 진짜 빠르네요 딱히 충전제는 들어있지 않지만 어디 터진데 없이 왔어요,5,21.12.18.,
신랑이 이것저것 다 써봤는데 닥터그루트샴푸가 젤 괸찮다고 해서 이것만 써요~모발도 얇고 탈모도 진행 중이라 스트레스가 많은데 그나마 만족하니 다행이에요~드라마틱한 느낌보다는 모발이 덜 빠지는듯해서 만족하는듯해요~여기가 가격이 젤 저렴해서 또 구매할꺼 같아요~,5,22.12.13.,
요즘들어서  머리카락이  더  많이  빠져서구매했는데  거품과  세정력은  너무좋아요향도  한방향이  나면서  저는 나쁘지않아요탈모에는  효과가  있는지  아직은  잘  모르겠어요 좀더  기간을두고  써봐야  알것 같아요배송은  무척이나  빨리왔고  판매자님께  문의내용이  있어 글  오렸더니  바로  전화답변주셨어요판매처나  상품은  저렴하고  좋은것 같아요,5,22.08.11.,닥터그루트: 집중케어 컨디셔너 400ml x 1개
4번째로 이 샴푸를 사용중입니다.일단 향도 좋구요. 머릿결도 부시시한게 많이 사라진것같아서 맘에듭니다.특별하지않으면 당분간은 이 제품을 계속 사용할것같네요. 이 샴푸아니면 뭘 써야할지 걱정이 될정도네요! 많이 파세요~,5,22.09.05.,수량: 2개
아들이 써보고 닥터그루트만 써서 급하게 주문 오늘 반찬 이것저것  샴푸 를 자취하는 아들에게 보내줌 다른제품에 비해 가격은 비싼데 효과가 있을거라 생각하고 나도 쓰고있음 박스를 열어보고 깜놀 선물이 4가지가 들어 있어서 기분이 무척 좋았음 가격도 젤 싸고 그런데 다시 주문하려보니 가격이 2천이상 올라서 아쉬움,5,22.02.15.,
"샴푸하나 산건데 사은품까지 보내주셔서 감사합니다^^가늘고 힘없는 모발인데 나쁘지않고 괜찮은거 같아서 샀어요.향도 맘에들고 거품도 풍성해요.본품,사은품 모두 유통기한도 길어요.빠르고 안전하게 보내주셔서 감사합니다.잘쓸께요^^",5,22.05.04.,
언니가 둘째출산해서 탈모올까봐 선물해줬는데엄청좋아해요샴푸 다거기서 거기라고 생각하는얜데 이번에 생각이 바껴서 앞으로 이거만쓸꺼같다함출산 3주차부터 사용했는데 머리빠짐이 진짜 덜하다고함대신 뻑뻑해서 트리트먼트나 린스필수,5,21.12.04.,
뭔가 개운하게 닦여서 뽀드득뽀드득한 기분이 드는 샴푸입니다~ 그래서 머릿결이 부드럽고 촉촉하고 그렇지는 않아요. 오히려 머리카락이 힘이있게 느껴지거든요. 이샴푸로감으면 머리가 기름져지지않고 두피냄새가 나지않는거같아서 만족하고 사용중입니다~,5,20.11.02.,
